player_name_short,position,team_city,penalty_count,penalty_yards,year
J.Norman,CB,Washington,14,104,2016
C.Clark,T,Houston,9,80,2016
A.Burns,CB,Pittsburgh,12,128,2016
D.DeCastro,G,Pittsburgh,12,82,2016
G.Robinson,T,LA Rams,11,90,2016
M.Remmers,T,Carolina,11,85,2016
T.Lewan,OL,Tennessee,12,123,2016
E.Flowers,T,N.Y. Giants,13,107,2016
R.Alford,CB,Atlanta,11,137,2016
D.Smith,OL,Tampa Bay,13,105,2016
R.Robinson,CB,San Francisco,8,75,2016
J.Peters,T,Philadelphia,11,55,2016
P.Peterson,CB,Arizona,10,76,2016
D.Dotson,T,Tampa Bay,11,95,2016
D.Hayden,CB,Oakland,12,122,2016
J.James,T,Miami,10,91,2016
J.Parnell,T,Jacksonville,10,85,2016
X.Rhodes,CB,Minnesota,8,113,2016
E.Fisher,T,Kansas City,9,62,2016
T.Turner,G,Carolina,8,75,2016
J.Clowney,OLB,Houston,6,35,2016
M.Smith,LB,Oakland,8,82,2016
J.Ramsey,CB,Jacksonville,6,62,2016
R.Okung,T,Denver,9,65,2016
D.Stephenson,T,Denver,9,70,2016
T.Brown,T,San Francisco,11,80,2016
D.Brees,QB,New Orleans,10,78,2016
M.Bennett,DE,Seattle,7,46,2016
A.Bouye,CB,Houston,10,122,2016
R.Schraeder,T,Atlanta,10,60,2016
W.Young,OLB,Chicago,8,58,2016
D.Penn,T,Oakland,9,72,2016
J.Matthews,OL,Atlanta,9,66,2016
M.Crabtree,WR,Oakland,10,108,2016
B.Skrine,DB,N.Y. Jets,8,96,2016
T.Clemmings,T,Minnesota,8,75,2016
J.Phillips,DT,Miami,9,65,2016
B.McCain,CB,Tennessee,7,48,2016
J.Thuney,T,New England,9,75,2016
V.Alexander,G,Oakland,10,83,2016
B.Poole,DB,Atlanta,8,67,2016
B.Maxwell,DB,Miami,8,99,2016
K.Beachum,T,Jacksonville,10,75,2016
D.Free,T,Dallas,8,70,2016
J.Kelce,OL,Philadelphia,8,70,2016
A.Brooks,OLB,San Francisco,6,37,2016
R.Sherman,CB,Seattle,8,54,2016
V.Davis,CB,Indianapolis,8,69,2016
S.Gilmore,CB,Buffalo,8,54,2016
D.Kirkpatrick,CB,Cincinnati,9,82,2016
J.Hughes,DE,Buffalo,8,80,2016
N.Carroll,CB,Philadelphia,8,93,2016
A.Donald,DL,LA Rams,8,97,2016
J.Barksdale,T,San Diego,7,34,2016
D.Amerson,CB,Oakland,7,82,2016
N.Suh,DT,Miami,8,38,2016
J.Landry,WR,Miami,6,75,2016
J.Gresham,TE,Arizona,9,82,2016
A.Pasztor,T,Cleveland,7,50,2016
D.Fowler,DE,Jacksonville,8,70,2016
T.Young,CB,Baltimore,9,127,2016
J.Sirles,OL,Minnesota,8,65,2016
C.Newton,QB,Carolina,6,55,2016
E.Griffen,DE,Minnesota,7,45,2016
A.Rodgers,QB,Green Bay,8,55,2016
M.Gilbert,T,Pittsburgh,5,40,2016
A.Jones,CB,Cincinnati,7,52,2016
J.Bethel,CB,Arizona,7,44,2016
M.Claiborne,CB,Dallas,7,48,2016
J.Kearse,WR,Seattle,7,60,2016
B.Breeland,CB,Washington,8,71,2016
K.Benjamin,WR,Carolina,6,50,2016
A.Talib,CB,Denver,5,45,2016
B.Bortles,QB,Jacksonville,7,43,2016
M.Moses,T,Washington,7,55,2016
R.Hudson,C,Oakland,7,40,2016
C.Walford,TE,Oakland,7,54,2016
B.Scherff,G,Washington,8,65,2016
R.Cockrell,DB,Pittsburgh,6,121,2016
C.Erving,T,Cleveland,7,52,2016
Q.Spain,G,Tennessee,8,55,2016
C.Marsh,DE,Seattle,8,70,2016
T.Pryor,WR,Cleveland,6,45,2016
R.Stanley,OL,Baltimore,7,60,2016
B.Sowell,T,Seattle,7,46,2016
J.Jenkins,DB,N.Y. Giants,6,72,2016
J.Bademosi,DB,Detroit,7,78,2016
T.Decker,OL,Detroit,6,44,2016
A.Boldin,WR,Detroit,8,81,2016
M.Schwartz,T,Kansas City,7,40,2016
B.Irvin,LB,Oakland,4,25,2016
S.Bradford,QB,Minnesota,8,40,2016
C.Jones,DL,Kansas City,7,51,2016
A.Villanueva,T,Pittsburgh,6,45,2016
M.Ingram,DE,San Diego,7,43,2016
J.Flacco,QB,Baltimore,7,46,2016
N.Solder,T,New England,5,50,2016
V.Miller,LB,Denver,7,35,2016
A.Brown,WR,Pittsburgh,5,55,2016
A.Whitworth,T,Cincinnati,5,40,2016
R.Incognito,C,Buffalo,7,75,2016
C.Glenn,T,Buffalo,6,42,2016
D.Slay,CB,Detroit,7,49,2016
K.Dunlap,T,San Diego,4,30,2016
D.Bakhtiari,OL,Green Bay,5,40,2016
C.Palmer,QB,Arizona,7,63,2016
D.Fluker,T,San Diego,6,59,2016
J.Cyprien,SS,Jacksonville,7,88,2016
D.Jones,DE,Green Bay,6,60,2016
A.Ogletree,OLB,LA Rams,7,75,2016
Z.Ertz,TE,Philadelphia,7,50,2016
A.Levitre,G,Atlanta,6,40,2016
J.Winston,QB,Tampa Bay,7,53,2016
L.Gunter,CB,Green Bay,5,51,2016
M.Schofield,T,Denver,5,45,2016
A.Marpet,G,Tampa Bay,6,47,2016
S.Nelson,CB,Kansas City,4,34,2016
N.Lawson,CB,Detroit,6,134,2016
T.Waynes,CB,Minnesota,7,63,2016
J.Mills,T,Buffalo,7,55,2016
M.Jackson,DT,Jacksonville,5,65,2016
V.Davis,TE,Washington,7,60,2016
A.Hicks,DT,Chicago,7,60,2016
K.Osemele,T,Oakland,7,60,2016
A.Blake,DB,Tennessee,4,25,2016
J.Bushrod,T,Miami,5,38,2016
T.Green,FS,Indianapolis,5,67,2016
G.Ifedi,T,Seattle,6,31,2016
T.Larsen,G,Chicago,7,55,2016
M.Glowinski,G,Seattle,5,32,2016
G.Fant,T,Seattle,7,65,2016
C.Harris,CB,Denver,4,14,2016
J.Bosa,DL,San Diego,6,39,2016
Tyr.Smith,OL,Dallas,6,45,2016
A.Lucas,T,Seattle,4,16,2016
J.Evans,G,New Orleans,5,35,2016
J.Reitz,T,Indianapolis,6,35,2016
O.Scandrick,CB,Dallas,4,20,2016
P.Rivers,QB,San Diego,5,47,2016
T.Brock,CB,San Francisco,4,30,2016
M.Daniels,DT,Green Bay,6,59,2016
M.Floyd,WR,Arizona,5,45,2016
M.Cannon,OL,New England,5,35,2016
S.Richardson,DE,N.Y. Jets,6,60,2016
A.Barbre,T,Philadelphia,5,38,2016
D.Hopkins,WR,Houston,6,59,2016
B.Winters,G,N.Y. Jets,5,50,2016
J.Doyle,TE,Indianapolis,5,35,2016
C.Mosley,ILB,Baltimore,5,50,2016
J.Ward,DB,San Francisco,5,58,2016
J.Zuttah,G,Baltimore,6,65,2016
G.Jackson,G,Oakland,4,46,2016
L.Joyner,CB,LA Rams,5,66,2016
K.Britt,WR,LA Rams,6,50,2016
T.Kelce,TE,Kansas City,6,62,2016
L.Guion,DE,Green Bay,5,35,2016
T.Ward,SS,Denver,6,70,2016
L.Taylor,G,Green Bay,5,34,2016
A.Norwell,G,Carolina,6,50,2016
D.Andrews,OL,New England,6,60,2016
S.Smith,WR,Baltimore,5,55,2016
D.Ford,LB,Kansas City,4,20,2016
A.Smith,QB,Kansas City,5,25,2016
D.House,DB,Jacksonville,4,67,2016
T.Taylor,QB,Buffalo,6,30,2016
M.Butler,DB,New England,6,54,2016
E.Harold,OLB,San Francisco,6,38,2016
R.Shazier,LB,Pittsburgh,4,50,2016
B.Hart,G,N.Y. Giants,5,45,2016
D.Funchess,WR,Carolina,4,20,2016
M.Thomas,FS,Miami,4,30,2016
C.Hayward Jr.,CB,San Diego,4,28,2016
B.Mayowa,DE,Dallas,4,20,2016
D.Humphries,OL,Arizona,5,35,2016
M.Bennett,TE,New England,5,45,2016
R.Clady,T,N.Y. Jets,5,40,2016
P.Cox,CB,Tennessee,4,37,2016
B.McCain,DB,Miami,6,61,2016
L.Reynolds,LB,Atlanta,4,29,2016
J.Sitton,G,Chicago,6,60,2016
J.Taylor,DB,Cleveland,5,54,2016
O.Beckham,WR,N.Y. Giants,5,49,2016
J.Mills,SS,Philadelphia,6,66,2016
L.Duvernay-Tardif,G,Kansas City,4,30,2016
L.Paulsen,TE,Chicago,6,50,2016
J.Ajayi,RB,Miami,5,65,2016
J.Garnett,G,San Francisco,4,35,2016
G.Glasgow,OL,Detroit,6,36,2016
M.Judon,LB,Baltimore,6,45,2016
E.Apple,CB,N.Y. Giants,6,83,2016
L.Tunsil,OL,Miami,6,49,2016
V.Ducasse,G,Baltimore,5,45,2016
M.Golden,LB,Arizona,5,41,2016
V.Bell,SS,New Orleans,4,36,2016
C.Leno,T,Chicago,5,35,2016
T.Lang,G,Green Bay,4,35,2016
M.Stafford,QB,Detroit,5,29,2016
J.Witten,TE,Dallas,5,30,2016
K.Jackson,CB,Houston,5,78,2016
J.Haden,DB,Cleveland,5,38,2016
B.Bulaga,T,Green Bay,5,30,2016
R.Gronkowski,TE,New England,5,40,2016
T.Suggs,OLB,Baltimore,4,19,2016
K.Chancellor,DB,Seattle,5,78,2016
F.Cox,DL,Philadelphia,5,36,2016
W.Mercilus,DE,Houston,4,30,2016
A.Luck,QB,Indianapolis,5,33,2016
K.Zeitler,G,Cincinnati,5,35,2016
T.Frederick,C,Dallas,5,50,2016
C.Avril,DE,Seattle,5,31,2016
L.Bell,RB,Pittsburgh,5,45,2016
M.Watson,T,Oakland,5,35,2016
B.Giacomini,T,N.Y. Jets,4,35,2016
D.Carr,QB,Oakland,5,39,2016
M.Mitchell,FS,Pittsburgh,5,49,2016
S.Lauvao,G,Washington,5,30,2016
C.Kirksey,OLB,Cleveland,4,25,2016
E.Sanders,WR,Denver,4,35,2016
E.Ebron,TE,Detroit,5,40,2016
M.Jenkins,SS,Philadelphia,4,41,2016
G.Gilliam,T,Seattle,4,30,2016
P.Gaines,CB,Kansas City,5,44,2016
B.Ijalana,T,N.Y. Jets,5,41,2016
R.Darby,CB,Buffalo,5,78,2016
M.Peters,CB,Kansas City,4,41,2016
J.Miller,G,Buffalo,4,37,2016
J.Hawley,C,Tampa Bay,5,53,2016
J.Janis,WR,Green Bay,4,37,2016
M.Newhouse,G,N.Y. Giants,5,45,2016
C.Conte,FS,Tampa Bay,5,54,2016
R.Fitzpatrick,QB,N.Y. Jets,5,27,2016
T.Porter,CB,Chicago,5,81,2016
A.Cann,OL,Jacksonville,4,40,2016
J.Coleman,CB,New England,5,63,2016
C.Chester,G,Atlanta,5,45,2016
M.Morse,C,Kansas City,5,40,2016
S.Roberts,WR,Oakland,4,29,2016
J.Odrick,DE,Jacksonville,4,40,2016
B.Jones,CB,Dallas,4,24,2016
E.Watford,G,Arizona,4,35,2016
J.Hardy,WR,Atlanta,5,46,2016
A.Peat,OL,New Orleans,5,35,2016
D.Walker,TE,Tennessee,5,55,2016
T.Lippett,DB,Miami,5,34,2016
F.Clark,LB,Seattle,5,35,2016
J.Bradberry,CB,Carolina,5,44,2016
J.Glenn,CB,Chicago,4,30,2016
D.Bates,LB,Oakland,4,34,2016
N.Fairley,DT,New Orleans,4,30,2016
T.Hill,DB,LA Rams,5,53,2016
A.Shipley,C,Arizona,4,30,2016
B.Boddy-Calhoun,CB,Cleveland,4,37,2016
A.Branch,DE,Miami,5,44,2016
A.Mack,C,Atlanta,4,30,2016
B.Osweiler,QB,Houston,5,25,2016
C.Pryor,SS,N.Y. Jets,4,34,2016
A.Boone,G,Minnesota,5,50,2016
K.Brice,DB,Green Bay,5,39,2016
D.Green-Beckham,WR,Philadelphia,5,49,2016
J.Allen,G,Houston,4,35,2016
Q.Dunbar,CB,Washington,4,56,2016
R.Nelson,CB,Houston,4,79,2016
B.Roby,DB,Denver,4,51,2016
J.Smith,CB,Baltimore,5,32,2016
C.Whitehair,OL,Chicago,5,40,2016
O.Vernon,LB,N.Y. Giants,5,64,2016
E.Sims,DE,LA Rams,4,50,2016
C.Johnson,DE,Carolina,4,30,2016
A.Castonzo,T,Indianapolis,4,35,2016
J.McCourty,CB,Tennessee,4,110,2016
L.Timmons,ILB,Pittsburgh,4,50,2016
M.Johnson,DE,Cincinnati,4,25,2016
B.Graham,DL,Philadelphia,4,30,2016
C.Dunlap,DE,Cincinnati,4,28,2016
C.Wake,DE,Miami,4,30,2016
G.Celek,TE,San Francisco,4,40,2016
R.Leary,G,Dallas,4,30,2016
P.Worrilow,ILB,Atlanta,4,29,2016
L.Ryan,CB,New England,4,35,2016
S.Marks,DT,Jacksonville,4,17,2016
B.Quick,WR,LA Rams,4,35,2016
K.Webster,CB,Denver,4,25,2016
E.Reid,FS,San Francisco,4,45,2016
J.Jerry,G,N.Y. Giants,4,35,2016
J.Durant,OLB,Dallas,4,40,2016
Z.Orr,ILB,Baltimore,4,36,2016
E.Dickson,TE,Carolina,4,32,2016
D.Adams,WR,Green Bay,4,45,2016
D.Breaux,CB,New Orleans,4,36,2016
T.Newman,DB,Minnesota,4,51,2016
T.Eifert,TE,Cincinnati,4,35,2016
J.Joseph,CB,Houston,4,85,2016
L.Guy,DE,Baltimore,4,50,2016
D.Harris,TE,Kansas City,4,40,2016
J.Graham,TE,Seattle,4,19,2016
T.Wade,DB,N.Y. Giants,4,76,2016
S.Kelemete,G,New Orleans,4,30,2016
C.James,OLB,Oakland,4,27,2016
C.Wentz,QB,Philadelphia,4,20,2016
K.Byard,DB,Tennessee,4,20,2016
S.Moore,CB,New Orleans,4,80,2016
A.Cromartie,CB,Indianapolis,4,35,2016
S.McGrath,TE,San Diego,4,22,2016
L.Alexander,OLB,Buffalo,4,20,2016
C.Kessler,QB,Cleveland,4,17,2016
C.Rogers,WR,Indianapolis,4,36,2016
A.Phillips,DB,San Diego,4,25,2016
H.Henry,TE,San Diego,4,22,2016
P.Robinson,DB,Indianapolis,4,39,2016
C.Washington,DE,Chicago,4,50,2016
C.Johnson,LB,Cleveland,4,19,2016
J.Kuhn,FB,New Orleans,4,30,2016
K.Toomer,ILB,San Diego,4,40,2016
B.Butler,WR,Dallas,4,45,2016
J.Haeg,T,Indianapolis,4,30,2016
D.Easley,OLB,LA Rams,4,38,2016
A.Lewis,OL,Baltimore,4,30,2016
R.Havenstein,OL,LA Rams,4,25,2016
S.Coates,WR,Pittsburgh,4,40,2016
E.Rowe,CB,New England,4,78,2016
H.Clinton-Dix,FS,Green Bay,4,50,2016
C.Hamilton,WR,Pittsburgh,4,17,2016
G.Mancz,C,Houston,4,30,2016
M.Jack,LB,Jacksonville,4,21,2016
A.Ellis,TE,Jacksonville,4,48,2016
V.Beasley,DE,Atlanta,4,20,2016
J.Britt,C,Seattle,4,35,2016
